"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_001MA","B02001_001EA","B02001_002E","B02001_002M","B02001_002MA","B02001_002EA","B02001_003E","B02001_003M","B02001_003MA","B02001_003EA","B02001_004E","B02001_004M","B02001_004MA","B02001_004EA","B02001_005E","B02001_005M","B02001_005MA","B02001_005EA","B02001_006E","B02001_006M","B02001_006MA","B02001_006EA","B02001_007E","B02001_007EA","B02001_007M","B02001_007MA","B02001_008E","B02001_008M","B02001_008MA","B02001_008EA","B02001_009E","B02001_009M","B02001_009MA","B02001_009EA","B02001_010E","B02001_010M","B02001_010MA","B02001_010EA",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Annotation of Estimate!!Total:","Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Annotation of Margin of Error!!Total:!!White alone","Annotation of Estimate!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Annotation of Margin of Error!!Total:!!Black or African American alone","Annotation of Estimate!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total:!!American Indian and Alaska Native alone","Annotation of Estimate!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Annotation of Margin of Error!!Total:!!Asian alone","Annotation of Estimate!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some other race alone","Annotation of Estimate!!Total:!!Some other race alone","Margin of Error!!Total:!!Some other race alone","Annotation of Margin of Error!!Total:!!Some other race alone","Estimate!!Total:!!Two or more races:","Margin of Error!!Total:!!Two or more races:","Annotation of Margin of Error!!Total:!!Two or more races:","Annotation of Estimate!!Total:!!Two or more races:","Estimate!!Total:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Annotation of Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Annotation of Estimate!!Total:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races",
"1500000US530330049021","Block Group 1, Census Tract 49.02, King County, Washington","1691","483","null","null","1595","489","null","null","0","13","null","null","0","13","null","null","63","46","null","null","0","13","null","null","0","null","13","null","33","36","null","null","0","13","null","null","33","36","null","null",
"1500000US530330049022","Block Group 2, Census Tract 49.02, King County, Washington","1826","325","null","null","1569","281","null","null","90","106","null","null","0","13","null","null","72","71","null","null","0","13","null","null","0","null","13","null","95","89","null","null","0","13","null","null","95","89","null","null",
"1500000US530330050001","Block Group 1, Census Tract 50, King County, Washington","1521","367","null","null","1180","306","null","null","20","32","null","null","0","13","null","null","101","88","null","null","0","13","null","null","26","null","40","null","194","132","null","null","0","13","null","null","194","132","null","null",
"1500000US530330050002","Block Group 2, Census Tract 50, King County, Washington","974","263","null","null","749","249","null","null","0","13","null","null","0","13","null","null","120","132","null","null","0","13","null","null","13","null","22","null","92","103","null","null","18","30","null","null","74","97","null","null",
"1500000US530330050003","Block Group 3, Census Tract 50, King County, Washington","1881","541","null","null","1228","326","null","null","219","242","null","null","43","65","null","null","128","80","null","null","28","33","null","null","0","null","13","null","235","328","null","null","213","326","null","null","22","28","null","null",
"1500000US530330051001","Block Group 1, Census Tract 51, King County, Washington","1346","322","null","null","1015","277","null","null","79","127","null","null","8","13","null","null","119","90","null","null","0","13","null","null","28","null","31","null","97","74","null","null","5","9","null","null","92","73","null","null",
"1500000US530330051002","Block Group 2, Census Tract 51, King County, Washington","1264","254","null","null","967","180","null","null","12","19","null","null","0","13","null","null","66","51","null","null","0","13","null","null","21","null","31","null","198","180","null","null","88","112","null","null","110","84","null","null",
"1500000US530330051003","Block Group 3, Census Tract 51, King County, Washington","1140","272","null","null","950","260","null","null","21","30","null","null","0","13","null","null","63","45","null","null","6","11","null","null","9","null","14","null","91","58","null","null","5","9","null","null","86","56","null","null",
"1500000US530330052011","Block Group 1, Census Tract 52.01, King County, Washington","1452","605","null","null","976","465","null","null","150","111","null","null","0","13","null","null","137","89","null","null","0","13","null","null","87","null","143","null","102","94","null","null","22","22","null","null","80","95","null","null",
"1500000US530330052012","Block Group 2, Census Tract 52.01, King County, Washington","1352","388","null","null","1092","324","null","null","0","13","null","null","0","13","null","null","93","89","null","null","0","13","null","null","0","null","13","null","167","130","null","null","0","13","null","null","167","130","null","null",
"1500000US530330052013","Block Group 3, Census Tract 52.01, King County, Washington","1053","332","null","null","459","176","null","null","35","38","null","null","0","13","null","null","488","309","null","null","0","13","null","null","0","null","13","null","71","78","null","null","0","13","null","null","71","78","null","null",
"1500000US530330052021","Block Group 1, Census Tract 52.02, King County, Washington","1268","522","null","null","748","435","null","null","0","13","null","null","0","13","null","null","373","158","null","null","0","13","null","null","52","null","89","null","95","109","null","null","10","15","null","null","85","107","null","null",
"1500000US530330052022","Block Group 2, Census Tract 52.02, King County, Washington","959","324","null","null","136","92","null","null","22","35","null","null","0","13","null","null","771","321","null","null","0","13","null","null","0","null","13","null","30","37","null","null","7","12","null","null","23","30","null","null",
"1500000US530330052023","Block Group 3, Census Tract 52.02, King County, Washington","1056","349","null","null","497","254","null","null","36","41","null","null","0","13","null","null","444","184","null","null","17","28","null","null","30","null","36","null","32","37","null","null","0","13","null","null","32","37","null","null",
"1500000US530330053031","Block Group 1, Census Tract 53.03, King County, Washington","1482","314","null","null","691","190","null","null","63","59","null","null","0","13","null","null","572","216","null","null","31","43","null","null","27","null","57","null","98","75","null","null","7","14","null","null","91","75","null","null",
"1500000US530330053032","Block Group 2, Census Tract 53.03, King County, Washington","2043","689","null","null","993","303","null","null","96","99","null","null","11","20","null","null","649","259","null","null","21","26","null","null","40","null","30","null","233","117","null","null","34","41","null","null","199","112","null","null",
"1500000US530330053041","Block Group 1, Census Tract 53.04, King County, Washington","1467","342","null","null","631","195","null","null","8","16","null","null","8","16","null","null","671","180","null","null","7","16","null","null","15","null","25","null","127","61","null","null","0","13","null","null","127","61","null","null",
"1500000US530330053042","Block Group 2, Census Tract 53.04, King County, Washington","1643","318","null","null","771","226","null","null","62","47","null","null","21","35","null","null","533","131","null","null","15","26","null","null","25","null","25","null","216","84","null","null","29","48","null","null","187","83","null","null",
"1500000US530330053051","Block Group 1, Census Tract 53.05, King County, Washington","1409","287","null","null","611","247","null","null","31","5","null","null","34","53","null","null","628","245","null","null","0","13","null","null","13","null","22","null","92","92","null","null","0","13","null","null","92","92","null","null",
"1500000US530330053052","Block Group 2, Census Tract 53.05, King County, Washington","843","250","null","null","209","118","null","null","0","13","null","null","0","13","null","null","590","250","null","null","0","13","null","null","13","null","21","null","31","50","null","null","0","13","null","null","31","50","null","null",
"1500000US530330053061","Block Group 1, Census Tract 53.06, King County, Washington","1986","432","null","null","431","171","null","null","83","74","null","null","51","75","null","null","1222","437","null","null","6","12","null","null","42","null","53","null","151","90","null","null","1","2","null","null","150","90","null","null",
"1500000US530330053062","Block Group 2, Census Tract 53.06, King County, Washington","1800","712","null","null","713","699","null","null","127","129","null","null","16","28","null","null","898","272","null","null","0","13","null","null","0","null","13","null","46","57","null","null","17","28","null","null","29","33","null","null",
"1500000US530330053071","Block Group 1, Census Tract 53.07, King County, Washington","807","155","null","null","504","134","null","null","16","23","null","null","0","13","null","null","222","97","null","null","2","4","null","null","0","null","13","null","63","45","null","null","0","13","null","null","63","45","null","null",
"1500000US530330053072","Block Group 2, Census Tract 53.07, King County, Washington","949","184","null","null","576","145","null","null","39","31","null","null","9","18","null","null","217","109","null","null","0","13","null","null","7","null","14","null","101","64","null","null","8","12","null","null","93","65","null","null",
"1500000US530330053073","Block Group 3, Census Tract 53.07, King County, Washington","1491","354","null","null","978","385","null","null","87","65","null","null","2","4","null","null","195","58","null","null","16","26","null","null","6","null","9","null","207","150","null","null","0","13","null","null","207","150","null","null",
"1500000US530330054011","Block Group 1, Census Tract 54.01, King County, Washington","1201","286","null","null","792","245","null","null","24","34","null","null","0","13","null","null","259","159","null","null","0","13","null","null","12","null","22","null","114","87","null","null","33","52","null","null","81","71","null","null",
"1500000US530330054012","Block Group 2, Census Tract 54.01, King County, Washington","973","245","null","null","598","197","null","null","17","28","null","null","0","13","null","null","252","194","null","null","0","13","null","null","13","null","21","null","93","87","null","null","0","13","null","null","93","87","null","null",
"1500000US530330054013","Block Group 3, Census Tract 54.01, King County, Washington","1083","236","null","null","908","215","null","null","18","42","null","null","0","13","null","null","95","73","null","null","0","13","null","null","0","null","13","null","62","48","null","null","15","22","null","null","47","41","null","null",
"1500000US530330054021","Block Group 1, Census Tract 54.02, King County, Washington","1596","548","null","null","1522","548","null","null","0","13","null","null","0","13","null","null","9","15","null","null","0","13","null","null","6","null","11","null","59","55","null","null","0","13","null","null","59","55","null","null",
"1500000US530330054022","Block Group 2, Census Tract 54.02, King County, Washington","841","218","null","null","827","225","null","null","0","13","null","null","0","13","null","null","14","24","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null",
"1500000US530330054023","Block Group 3, Census Tract 54.02, King County, Washington","964","271","null","null","558","213","null","null","19","31","null","null","0","13","null","null","229","126","null","null","0","13","null","null","0","null","13","null","158","166","null","null","0","13","null","null","158","166","null","null",
"1500000US530330056001","Block Group 1, Census Tract 56, King County, Washington","1624","233","null","null","1376","214","null","null","43","60","null","null","0","13","null","null","83","90","null","null","0","13","null","null","19","null","31","null","103","79","null","null","0","13","null","null","103","79","null","null",
"1500000US530330056002","Block Group 2, Census Tract 56, King County, Washington","1267","298","null","null","1019","266","null","null","16","27","null","null","9","14","null","null","72","57","null","null","0","13","null","null","49","null","81","null","102","74","null","null","0","13","null","null","102","74","null","null",
"1500000US530330056003","Block Group 3, Census Tract 56, King County, Washington","1414","397","null","null","1272","399","null","null","1","3","null","null","0","13","null","null","29","32","null","null","77","146","null","null","8","null","13","null","27","31","null","null","17","26","null","null","10","15","null","null",
"1500000US530330056004","Block Group 4, Census Tract 56, King County, Washington","1408","660","null","null","1073","378","null","null","0","13","null","null","0","13","null","null","196","235","null","null","0","13","null","null","119","null","185","null","20","35","null","null","0","13","null","null","20","35","null","null",
"1500000US530330056005","Block Group 5, Census Tract 56, King County, Washington","1399","352","null","null","1112","283","null","null","0","13","null","null","0","13","null","null","165","91","null","null","0","13","null","null","0","null","13","null","122","113","null","null","67","102","null","null","55","63","null","null",
"1500000US530330057001","Block Group 1, Census Tract 57, King County, Washington","1654","484","null","null","1311","395","null","null","0","13","null","null","0","13","null","null","68","75","null","null","0","13","null","null","12","null","20","null","263","308","null","null","52","84","null","null","211","231","null","null",
"1500000US530330057002","Block Group 2, Census Tract 57, King County, Washington","1231","463","null","null","821","297","null","null","27","30","null","null","0","13","null","null","321","397","null","null","0","13","null","null","19","null","31","null","43","50","null","null","20","33","null","null","23","37","null","null",
"1500000US530330057003","Block Group 3, Census Tract 57, King County, Washington","1293","284","null","null","1198","277","null","null","15","25","null","null","0","13","null","null","62","61","null","null","0","13","null","null","0","null","13","null","18","28","null","null","0","13","null","null","18","28","null","null",
"1500000US530330057004","Block Group 4, Census Tract 57, King County, Washington","1270","286","null","null","969","266","null","null","47","74","null","null","16","25","null","null","114","105","null","null","0","13","null","null","17","null","26","null","107","73","null","null","0","13","null","null","107","73","null","null",
"1500000US530330057005","Block Group 5, Census Tract 57, King County, Washington","1472","296","null","null","1036","256","null","null","0","13","null","null","0","13","null","null","279","208","null","null","0","13","null","null","0","null","13","null","157","166","null","null","0","13","null","null","157","166","null","null",
"1500000US530330058011","Block Group 1, Census Tract 58.01, King County, Washington","1664","611","null","null","1434","619","null","null","37","56","null","null","0","13","null","null","143","110","null","null","0","13","null","null","15","null","23","null","35","34","null","null","12","19","null","null","23","27","null","null",
"1500000US530330058012","Block Group 2, Census Tract 58.01, King County, Washington","1838","554","null","null","1396","401","null","null","43","68","null","null","0","13","null","null","364","381","null","null","0","13","null","null","17","null","27","null","18","28","null","null","18","28","null","null","0","13","null","null",
"1500000US530330058013","Block Group 3, Census Tract 58.01, King County, Washington","1812","416","null","null","1349","380","null","null","24","38","null","null","0","13","null","null","334","256","null","null","0","13","null","null","22","null","34","null","83","74","null","null","0","13","null","null","83","74","null","null",
"1500000US530330058014","Block Group 4, Census Tract 58.01, King County, Washington","1238","389","null","null","1011","374","null","null","54","81","null","null","0","13","null","null","173","121","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null",
"1500000US530330058031","Block Group 1, Census Tract 58.03, King County, Washington","1646","484","null","null","1022","405","null","null","113","146","null","null","0","13","null","null","209","149","null","null","0","13","null","null","0","null","13","null","302","258","null","null","0","13","null","null","302","258","null","null",
"1500000US530330058032","Block Group 2, Census Tract 58.03, King County, Washington","1570","373","null","null","1180","225","null","null","2","4","null","null","0","13","null","null","229","237","null","null","2","4","null","null","15","null","25","null","142","130","null","null","0","13","null","null","142","130","null","null",
"1500000US530330058041","Block Group 1, Census Tract 58.04, King County, Washington","1353","345","null","null","1123","321","null","null","88","91","null","null","0","13","null","null","110","87","null","null","0","13","null","null","0","null","13","null","32","39","null","null","14","29","null","null","18","27","null","null",
"1500000US530330058042","Block Group 2, Census Tract 58.04, King County, Washington","1393","329","null","null","973","191","null","null","52","78","null","null","0","13","null","null","352","262","null","null","0","13","null","null","0","null","13","null","16","25","null","null","0","13","null","null","16","25","null","null",
"1500000US530330059011","Block Group 1, Census Tract 59.01, King County, Washington","1566","498","null","null","1054","340","null","null","0","13","null","null","0","13","null","null","194","132","null","null","0","13","null","null","22","null","35","null","296","193","null","null","0","13","null","null","296","193","null","null",
"1500000US530330059012","Block Group 2, Census Tract 59.01, King County, Washington","1166","288","null","null","654","171","null","null","47","33","null","null","10","16","null","null","277","155","null","null","0","13","null","null","54","null","47","null","124","85","null","null","54","58","null","null","70","53","null","null",
"1500000US530330059013","Block Group 3, Census Tract 59.01, King County, Washington","1414","403","null","null","1091","351","null","null","25","29","null","null","0","13","null","null","128","69","null","null","0","13","null","null","12","null","24","null","158","115","null","null","27","28","null","null","131","117","null","null",
"1500000US530330059021","Block Group 1, Census Tract 59.02, King County, Washington","2119","412","null","null","1377","389","null","null","1","2","null","null","0","13","null","null","340","182","null","null","0","13","null","null","72","null","81","null","329","231","null","null","80","127","null","null","249","191","null","null",
"1500000US530330059022","Block Group 2, Census Tract 59.02, King County, Washington","987","286","null","null","829","253","null","null","31","51","null","null","0","13","null","null","54","48","null","null","0","13","null","null","0","null","13","null","73","81","null","null","28","46","null","null","45","67","null","null",
"1500000US530330059023","Block Group 3, Census Tract 59.02, King County, Washington","1193","293","null","null","871","228","null","null","29","48","null","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","293","162","null","null","51","71","null","null","242","151","null","null",
"1500000US530330060001","Block Group 1, Census Tract 60, King County, Washington","1718","350","null","null","1334","364","null","null","11","18","null","null","0","13","null","null","283","197","null","null","0","13","null","null","0","null","13","null","90","83","null","null","0","13","null","null","90","83","null","null",
"1500000US530330060002","Block Group 2, Census Tract 60, King County, Washington","1602","386","null","null","1388","340","null","null","35","39","null","null","0","13","null","null","40","42","null","null","0","13","null","null","21","null","24","null","118","104","null","null","4","9","null","null","114","103","null","null",
"1500000US530330060003","Block Group 3, Census Tract 60, King County, Washington","1534","283","null","null","1085","238","null","null","16","27","null","null","143","191","null","null","140","153","null","null","0","13","null","null","0","null","13","null","150","114","null","null","0","13","null","null","150","114","null","null",
"1500000US530330060004","Block Group 4, Census Tract 60, King County, Washington","1606","480","null","null","1268","472","null","null","81","118","null","null","0","13","null","null","138","71","null","null","0","13","null","null","15","null","25","null","104","80","null","null","0","13","null","null","104","80","null","null",
"1500000US530330061001","Block Group 1, Census Tract 61, King County, Washington","1409","518","null","null","1246","511","null","null","19","31","null","null","0","13","null","null","81","70","null","null","0","13","null","null","20","null","32","null","43","60","null","null","0","13","null","null","43","60","null","null",
"1500000US530330061002","Block Group 2, Census Tract 61, King County, Washington","1363","358","null","null","1070","283","null","null","37","40","null","null","0","13","null","null","208","197","null","null","0","13","null","null","0","null","13","null","48","65","null","null","39","62","null","null","9","16","null","null",
"1500000US530330061003","Block Group 3, Census Tract 61, King County, Washington","757","287","null","null","507","198","null","null","0","13","null","null","0","13","null","null","164","201","null","null","0","13","null","null","0","null","13","null","86","99","null","null","36","58","null","null","50","80","null","null",
"1500000US530330061004","Block Group 4, Census Tract 61, King County, Washington","920","269","null","null","679","228","null","null","0","13","null","null","0","13","null","null","175","165","null","null","0","13","null","null","0","null","13","null","66","73","null","null","0","13","null","null","66","73","null","null",
"1500000US530330061005","Block Group 5, Census Tract 61, King County, Washington","1294","318","null","null","1106","275","null","null","0","13","null","null","0","13","null","null","93","76","null","null","0","13","null","null","17","null","27","null","78","74","null","null","31","51","null","null","47","51","null","null",
"1500000US530330062001","Block Group 1, Census Tract 62, King County, Washington","1466","255","null","null","1169","201","null","null","30","37","null","null","0","13","null","null","157","85","null","null","0","13","null","null","52","null","57","null","58","42","null","null","0","13","null","null","58","42","null","null",
"1500000US530330062002","Block Group 2, Census Tract 62, King County, Washington","1958","369","null","null","1577","279","null","null","23","31","null","null","0","13","null","null","214","209","null","null","0","13","null","null","0","null","13","null","144","70","null","null","11","18","null","null","133","68","null","null",
"1500000US530330062003","Block Group 3, Census Tract 62, King County, Washington","1119","391","null","null","964","384","null","null","11","16","null","null","0","13","null","null","110","85","null","null","0","13","null","null","0","null","13","null","34","32","null","null","0","13","null","null","34","32","null","null",
"1500000US530330063001","Block Group 1, Census Tract 63, King County, Washington","2098","869","null","null","1882","861","null","null","24","38","null","null","0","13","null","null","45","45","null","null","0","13","null","null","40","null","60","null","107","81","null","null","13","20","null","null","94","80","null","null",
"1500000US530330063002","Block Group 2, Census Tract 63, King County, Washington","1188","241","null","null","1023","221","null","null","15","24","null","null","0","13","null","null","34","38","null","null","0","13","null","null","0","null","13","null","116","120","null","null","0","13","null","null","116","120","null","null",
"1500000US530330063003","Block Group 3, Census Tract 63, King County, Washington","1415","295","null","null","1311","305","null","null","25","40","null","null","0","13","null","null","26","29","null","null","0","13","null","null","0","null","13","null","53","52","null","null","0","13","null","null","53","52","null","null",
"1500000US530330063004","Block Group 4, Census Tract 63, King County, Washington","1155","227","null","null","1051","220","null","null","2","4","null","null","0","13","null","null","72","54","null","null","0","13","null","null","0","null","13","null","30","30","null","null","0","13","null","null","30","30","null","null",
"1500000US530330064001","Block Group 1, Census Tract 64, King County, Washington","1156","242","null","null","925","228","null","null","26","27","null","null","13","21","null","null","55","42","null","null","0","13","null","null","30","null","34","null","107","108","null","null","0","13","null","null","107","108","null","null",
"1500000US530330064002","Block Group 2, Census Tract 64, King County, Washington","1061","248","null","null","756","172","null","null","0","13","null","null","0","13","null","null","158","118","null","null","0","13","null","null","0","null","13","null","147","92","null","null","10","17","null","null","137","90","null","null",
"1500000US530330064003","Block Group 3, Census Tract 64, King County, Washington","1515","433","null","null","1387","425","null","null","0","13","null","null","29","30","null","null","35","33","null","null","24","38","null","null","7","null","16","null","33","32","null","null","0","13","null","null","33","32","null","null",
"1500000US530330065001","Block Group 1, Census Tract 65, King County, Washington","1339","346","null","null","1105","303","null","null","0","13","null","null","0","13","null","null","112","112","null","null","0","13","null","null","32","null","55","null","90","67","null","null","11","17","null","null","79","63","null","null",
"1500000US530330065002","Block Group 2, Census Tract 65, King County, Washington","1448","290","null","null","1136","291","null","null","2","6","null","null","0","13","null","null","155","117","null","null","0","13","null","null","0","null","13","null","155","95","null","null","14","23","null","null","141","91","null","null",
"1500000US530330065003","Block Group 3, Census Tract 65, King County, Washington","2056","463","null","null","1533","356","null","null","17","27","null","null","9","14","null","null","359","213","null","null","15","25","null","null","32","null","36","null","91","61","null","null","8","12","null","null","83","60","null","null",
"1500000US530330066001","Block Group 1, Census Tract 66, King County, Washington","885","247","null","null","549","228","null","null","39","44","null","null","0","13","null","null","133","83","null","null","0","13","null","null","0","null","13","null","164","124","null","null","0","13","null","null","164","124","null","null",
"1500000US530330066002","Block Group 2, Census Tract 66, King County, Washington","2271","486","null","null","1821","440","null","null","44","70","null","null","14","22","null","null","240","173","null","null","0","13","null","null","0","null","13","null","152","111","null","null","0","13","null","null","152","111","null","null",
"1500000US530330066003","Block Group 3, Census Tract 66, King County, Washington","1230","293","null","null","1017","245","null","null","30","60","null","null","0","13","null","null","139","152","null","null","0","13","null","null","39","null","57","null","5","10","null","null","0","13","null","null","5","10","null","null",
"1500000US530330067011","Block Group 1, Census Tract 67.01, King County, Washington","892","380","null","null","241","148","null","null","0","13","null","null","0","13","null","null","651","383","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null",
"1500000US530330067012","Block Group 2, Census Tract 67.01, King County, Washington","1120","458","null","null","373","311","null","null","115","189","null","null","0","13","null","null","632","373","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null",
"1500000US530330067013","Block Group 3, Census Tract 67.01, King County, Washington","1097","359","null","null","846","280","null","null","25","44","null","null","0","13","null","null","226","211","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null",
"1500000US530330067021","Block Group 1, Census Tract 67.02, King County, Washington","926","379","null","null","621","296","null","null","101","122","null","null","0","13","null","null","156","166","null","null","0","13","null","null","0","null","13","null","48","77","null","null","32","53","null","null","16","26","null","null",
"1500000US530330067022","Block Group 2, Census Tract 67.02, King County, Washington","823","245","null","null","469","270","null","null","9","22","null","null","0","13","null","null","313","165","null","null","0","13","null","null","0","null","13","null","32","51","null","null","32","51","null","null","0","13","null","null",
"1500000US530330067023","Block Group 3, Census Tract 67.02, King County, Washington","1272","353","null","null","1140","364","null","null","0","13","null","null","0","13","null","null","132","158","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null",
"1500000US530330067031","Block Group 1, Census Tract 67.03, King County, Washington","851","309","null","null","615","204","null","null","17","38","null","null","0","13","null","null","93","146","null","null","0","13","null","null","0","null","13","null","126","117","null","null","0","13","null","null","126","117","null","null",
"1500000US530330067032","Block Group 2, Census Tract 67.03, King County, Washington","1375","578","null","null","1233","536","null","null","0","13","null","null","0","13","null","null","69","80","null","null","0","13","null","null","0","null","13","null","73","86","null","null","43","72","null","null","30","47","null","null",
"1500000US530330067033","Block Group 3, Census Tract 67.03, King County, Washington","1435","394","null","null","1249","345","null","null","0","13","null","null","0","13","null","null","92","82","null","null","0","13","null","null","0","null","13","null","94","155","null","null","6","53","null","null","88","130","null","null",
"1500000US530330068001","Block Group 1, Census Tract 68, King County, Washington","1186","277","null","null","1052","270","null","null","0","13","null","null","0","13","null","null","76","54","null","null","0","13","null","null","12","null","19","null","46","42","null","null","0","13","null","null","46","42","null","null",
"1500000US530330068002","Block Group 2, Census Tract 68, King County, Washington","1135","217","null","null","868","218","null","null","57","85","null","null","0","13","null","null","155","128","null","null","0","13","null","null","40","null","54","null","15","17","null","null","7","12","null","null","8","12","null","null",
"1500000US530330068003","Block Group 3, Census Tract 68, King County, Washington","1002","275","null","null","875","255","null","null","0","13","null","null","0","13","null","null","82","56","null","null","0","13","null","null","8","null","13","null","37","38","null","null","5","8","null","null","32","37","null","null",
"1500000US530330069001","Block Group 1, Census Tract 69, King County, Washington","1487","382","null","null","1146","330","null","null","8","17","null","null","0","13","null","null","125","97","null","null","0","13","null","null","46","null","55","null","162","131","null","null","66","98","null","null","96","84","null","null",
"1500000US530330069002","Block Group 2, Census Tract 69, King County, Washington","2042","682","null","null","1635","708","null","null","0","13","null","null","0","13","null","null","276","165","null","null","0","13","null","null","28","null","53","null","103","92","null","null","0","13","null","null","103","92","null","null",
"1500000US530330069003","Block Group 3, Census Tract 69, King County, Washington","1630","306","null","null","1542","304","null","null","0","13","null","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","88","89","null","null","67","85","null","null","21","25","null","null",
"1500000US530330070011","Block Group 1, Census Tract 70.01, King County, Washington","1732","404","null","null","1391","500","null","null","109","105","null","null","1","3","null","null","163","148","null","null","0","13","null","null","0","null","13","null","68","107","null","null","0","13","null","null","68","107","null","null",
"1500000US530330070012","Block Group 2, Census Tract 70.01, King County, Washington","869","193","null","null","736","168","null","null","23","37","null","null","0","13","null","null","27","43","null","null","0","13","null","null","32","null","51","null","51","60","null","null","48","61","null","null","3","5","null","null",
"1500000US530330070013","Block Group 3, Census Tract 70.01, King County, Washington","1116","433","null","null","975","417","null","null","0","13","null","null","0","13","null","null","63","75","null","null","0","13","null","null","0","null","13","null","78","91","null","null","0","13","null","null","78","91","null","null",
"1500000US530330070021","Block Group 1, Census Tract 70.02, King County, Washington","907","249","null","null","703","207","null","null","47","75","null","null","0","13","null","null","108","146","null","null","0","13","null","null","0","null","13","null","49","62","null","null","0","13","null","null","49","62","null","null",
"1500000US530330070022","Block Group 2, Census Tract 70.02, King County, Washington","1444","223","null","null","1219","211","null","null","0","13","null","null","0","13","null","null","25","58","null","null","0","13","null","null","0","null","13","null","200","127","null","null","0","13","null","null","200","127","null","null",
"1500000US530330070023","Block Group 3, Census Tract 70.02, King County, Washington","1200","389","null","null","712","250","null","null","0","13","null","null","27","53","null","null","168","140","null","null","0","13","null","null","34","null","61","null","259","258","null","null","0","13","null","null","259","258","null","null",
"1500000US530330071011","Block Group 1, Census Tract 71.01, King County, Washington","1370","321","null","null","632","173","null","null","0","13","null","null","0","13","null","null","663","288","null","null","0","13","null","null","0","null","13","null","75","61","null","null","17","28","null","null","58","56","null","null",
"1500000US530330071012","Block Group 2, Census Tract 71.01, King County, Washington","1472","451","null","null","946","260","null","null","227","206","null","null","0","13","null","null","77","72","null","null","0","13","null","null","48","null","46","null","174","141","null","null","22","30","null","null","152","142","null","null",
"1500000US530330071021","Block Group 1, Census Tract 71.02, King County, Washington","1403","264","null","null","734","194","null","null","64","77","null","null","143","175","null","null","389","187","null","null","0","13","null","null","0","null","13","null","73","73","null","null","18","30","null","null","55","67","null","null",
"1500000US530330071022","Block Group 2, Census Tract 71.02, King County, Washington","1252","300","null","null","751","219","null","null","60","57","null","null","0","13","null","null","256","177","null","null","0","13","null","null","162","null","223","null","23","37","null","null","23","37","null","null","0","13","null","null",
"1500000US530330072011","Block Group 1, Census Tract 72.01, King County, Washington","1780","522","null","null","685","266","null","null","16","28","null","null","0","13","null","null","886","391","null","null","0","13","null","null","42","null","60","null","151","122","null","null","26","43","null","null","125","119","null","null",
"1500000US530330072012","Block Group 2, Census Tract 72.01, King County, Washington","1393","341","null","null","1075","307","null","null","102","90","null","null","0","13","null","null","182","148","null","null","0","13","null","null","6","null","27","null","28","45","null","null","28","45","null","null","0","13","null","null",
"1500000US530330072013","Block Group 3, Census Tract 72.01, King County, Washington","2145","744","null","null","936","345","null","null","32","52","null","null","16","28","null","null","1110","725","null","null","0","13","null","null","0","null","13","null","51","54","null","null","0","13","null","null","51","54","null","null",
"1500000US530330072021","Block Group 1, Census Tract 72.02, King County, Washington","1178","422","null","null","639","308","null","null","0","13","null","null","0","13","null","null","512","326","null","null","0","13","null","null","0","null","13","null","27","44","null","null","0","13","null","null","27","44","null","null",
